Gameday Weather,Gate,Payment Method,Product,Promotion,Season,Stand Location,Stand Number,Week,Weekday,Wining Team,Quantity
Sunny,8,Credit,Team Hat - Cap,No,2013,North,4,16,Sunday,Home,1724.66
Sunny,8,Credit,Team Hat - knit,No,2013,North,4,17,Sunday,Visitor,1358
Sunny,8,Credit,Team Hat - Cap,No,2013,North,6,1,Sunday,Home,2410.46
Sunny,8,Credit,Team Hat - Cap,No,2013,North,6,3,Sunday,Home,2410.46
Sunny,8,Credit,Team Hat - knit,No,2013,North,6,3,Sunday,Visitor,1898
Sunny,8,Credit,Team Hat - knit,No,2013,North,6,5,Sunday,Visitor,1898
Sunny,8,Credit,Team Hat - knit,No,2013,North,6,6,Sunday,Visitor,1898
Sunny,8,Credit,Team Hat - knit,No,2013,North,6,7,Sunday,Visitor,1898
Sunny,8,Credit,Team Hat - Cap,No,2013,North,6,9,Sunday,Home,2410.46
Sunny,8,Credit,Team Hat - Cap,No,2013,North,6,11,Sunday,Home,2410.46
Sunny,8,Credit,Team Hat - knit,No,2013,North,6,12,Sunday,Visitor,1898
Sunny,8,Credit,Team Hat - knit,No,2013,North,6,14,Sunday,Visitor,1898
Sunny,8,Credit,Team Hat - Cap,No,2013,North,6,15,Sunday,Home,2410.46
Sunny,8,Credit,Team Hat - Cap,No,2013,North,6,16,Sunday,Home,2410.46
Sunny,8,Credit,Team Hat - knit,No,2013,North,6,17,Sunday,Visitor,1898
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,1,Sunday,Home,208.28
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,3,Sunday,Home,208.28
Sunny,8,Credit,Team Hat - knit,No,2013,North,7,3,Sunday,Visitor,164
Sunny,8,Credit,Team Hat - knit,No,2013,North,7,5,Sunday,Visitor,164
Sunny,8,Credit,Team Hat - knit,No,2013,North,7,6,Sunday,Visitor,164
Sunny,8,Credit,Team Hat - knit,No,2013,North,7,7,Sunday,Visitor,164
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,9,Sunday,Home,208.28
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,11,Sunday,Home,208.28
Sunny,8,Credit,Team Hat - knit,No,2013,North,7,12,Sunday,Visitor,164
Sunny,8,Credit,Team Hat - knit,No,2013,North,7,14,Sunday,Visitor,164
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,15,Sunday,Home,208.28
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,16,Sunday,Home,208.28
Sunny,8,Credit,Team Hat - knit,No,2013,North,7,17,Sunday,Visitor,164
Sunny,8,Credit,Team Hat - Cap,No,2013,South,8,1,Sunday,Home,1915.16
Sunny,8,Credit,Team Hat - Cap,No,2013,South,8,3,Sunday,Home,1915.16
Sunny,8,Credit,Team Hat - knit,No,2013,South,8,3,Sunday,Visitor,1508
Sunny,8,Credit,Team Hat - knit,No,2013,South,8,5,Sunday,Visitor,1508
Sunny,8,Credit,Team Hat - knit,No,2013,South,8,6,Sunday,Visitor,1508
Sunny,8,Credit,Team Hat - knit,No,2013,South,8,7,Sunday,Visitor,1508
Sunny,8,Credit,Team Hat - Cap,No,2013,South,8,9,Sunday,Home,1915.16
Sunny,8,Credit,Team Hat - Cap,No,2013,South,8,11,Sunday,Home,1915.16
Sunny,8,Credit,Team Hat - knit,No,2013,South,8,12,Sunday,Visitor,1508
Sunny,8,Credit,Team Hat - knit,No,2013,South,8,14,Sunday,Visitor,1508
Sunny,8,Credit,Team Hat - Cap,No,2013,South,8,15,Sunday,Home,1915.16
Sunny,8,Credit,Team Hat - Cap,No,2013,South,8,16,Sunday,Home,1915.16
Sunny,8,Credit,Team Hat - knit,No,2013,South,8,17,Sunday,Visitor,1508
Sunny,8,Credit,Team Hat - Cap,No,2013,South,6,1,Sunday,Home,1379.22
Sunny,8,Credit,Team Hat - Cap,No,2013,South,6,3,Sunday,Home,1379.22
Sunny,8,Credit,Team Hat - knit,No,2013,South,6,3,Sunday,Visitor,1086
Sunny,8,Credit,Team Hat - knit,No,2013,South,6,5,Sunday,Visitor,1086
Sunny,8,Credit,Team Hat - knit,No,2013,South,6,6,Sunday,Visitor,1086
Sunny,8,Credit,Team Hat - knit,No,2013,South,6,7,Sunday,Visitor,1086
Sunny,8,Credit,Team Hat - Cap,No,2013,South,6,9,Sunday,Home,1379.22
Sunny,8,Credit,Team Hat - Cap,No,2013,South,6,11,Sunday,Home,1379.22
Sunny,8,Credit,Team Hat - knit,No,2013,South,6,12,Sunday,Visitor,1086
Sunny,8,Credit,Team Hat - knit,No,2013,South,6,14,Sunday,Visitor,1086
Sunny,8,Credit,Team Hat - Cap,No,2013,South,6,15,Sunday,Home,1379.22
Sunny,8,Credit,Team Hat - Cap,No,2013,South,6,16,Sunday,Home,1379.22
Sunny,8,Credit,Team Hat - knit,No,2013,South,6,17,Sunday,Visitor,1086
Sunny,8,Credit,Team Hat - Cap,No,2013,South,7,1,Sunday,Home,2065.02
Sunny,8,Credit,Team Hat - Cap,No,2013,South,7,3,Sunday,Home,2065.02
Sunny,8,Credit,Team Hat - knit,No,2013,South,7,3,Sunday,Visitor,1626
Sunny,8,Credit,Team Hat - knit,No,2013,South,7,5,Sunday,Visitor,1626
Sunny,8,Credit,Team Hat - knit,No,2013,South,7,6,Sunday,Visitor,1626
Sunny,8,Credit,Team Hat - knit,No,2013,South,7,7,Sunday,Visitor,1626
Sunny,8,Credit,Team Hat - Cap,No,2013,South,7,9,Sunday,Home,2065.02
Sunny,8,Credit,Team Hat - Cap,No,2013,South,7,11,Sunday,Home,2065.02
Sunny,8,Credit,Team Hat - knit,No,2013,South,7,12,Sunday,Visitor,1626
Sunny,8,Credit,Team Hat - knit,No,2013,South,7,14,Sunday,Visitor,1626
Sunny,8,Credit,Team Hat - Cap,No,2013,South,7,15,Sunday,Home,2065.02
Sunny,8,Credit,Team Hat - Cap,No,2013,South,7,16,Sunday,Home,2065.02
Sunny,8,Credit,Team Hat - knit,No,2013,South,7,17,Sunday,Visitor,1626
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,1,Sunday,Home,2393.95
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,3,Sunday,Home,2393.95
Sunny,8,Credit,Team Hat - knit,No,2013,East,8,3,Sunday,Visitor,1885
Sunny,8,Credit,Team Hat - knit,No,2013,East,8,5,Sunday,Visitor,1885
Sunny,8,Credit,Team Hat - knit,No,2013,East,8,6,Sunday,Visitor,1885
Sunny,8,Credit,Team Hat - knit,No,2013,East,8,7,Sunday,Visitor,1885
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,9,Sunday,Home,2393.95
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,11,Sunday,Home,2393.95
Sunny,8,Credit,Team Hat - knit,No,2013,East,8,12,Sunday,Visitor,1885
Sunny,8,Credit,Team Hat - knit,No,2013,East,8,14,Sunday,Visitor,1885
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,15,Sunday,Home,2393.95
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,16,Sunday,Home,2393.95
Sunny,8,Credit,Team Hat - knit,No,2013,East,8,17,Sunday,Visitor,1885
Sunny,8,Credit,Team Hat - Cap,No,2013,East,1,1,Sunday,Home,815.34
Sunny,8,Credit,Team Hat - Cap,No,2013,East,1,3,Sunday,Home,815.34
Sunny,8,Credit,Team Hat - knit,No,2013,East,1,3,Sunday,Visitor,642
Sunny,8,Credit,Team Hat - knit,No,2013,East,1,5,Sunday,Visitor,642
Sunny,8,Credit,Team Hat - knit,No,2013,East,1,6,Sunday,Visitor,642
Sunny,8,Credit,Team Hat - knit,No,2013,East,1,7,Sunday,Visitor,642
Sunny,8,Credit,Team Hat - Cap,No,2013,East,1,9,Sunday,Home,815.34
Sunny,8,Credit,Team Hat - Cap,No,2013,East,1,11,Sunday,Home,815.34
Sunny,8,Credit,Team Hat - knit,No,2013,East,1,12,Sunday,Visitor,642
Sunny,8,Credit,Team Hat - knit,No,2013,East,1,14,Sunday,Visitor,642
Sunny,8,Credit,Team Hat - Cap,No,2013,East,1,15,Sunday,Home,815.34
Sunny,8,Credit,Team Hat - Cap,No,2013,East,1,16,Sunday,Home,815.34
Sunny,8,Credit,Team Hat - knit,No,2013,East,1,17,Sunday,Visitor,642
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,1,Sunday,Home,2231.39
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,3,Sunday,Home,2231.39
Sunny,8,Credit,Team Hat - knit,No,2013,East,2,3,Sunday,Visitor,1757
Sunny,8,Credit,Team Hat - knit,No,2013,East,2,5,Sunday,Visitor,1757
Sunny,8,Credit,Team Hat - knit,No,2013,East,2,6,Sunday,Visitor,1757
Sunny,8,Credit,Team Hat - knit,No,2013,East,2,7,Sunday,Visitor,1757
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,9,Sunday,Home,2231.39
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,11,Sunday,Home,2231.39
Sunny,8,Credit,Team Hat - knit,No,2013,East,2,12,Sunday,Visitor,1757
Sunny,8,Credit,Team Hat - knit,No,2013,East,2,14,Sunday,Visitor,1757
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,15,Sunday,Home,2231.39
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,16,Sunday,Home,2231.39
Sunny,8,Credit,Team Hat - knit,No,2013,East,2,17,Sunday,Visitor,1757
Sunny,8,Credit,Team Hat - Cap,No,2013,East,7,1,Sunday,Home,2269.49
Sunny,8,Credit,Team Hat - Cap,No,2013,East,7,3,Sunday,Home,2269.49
Sunny,8,Credit,Team Hat - knit,No,2013,East,7,3,Sunday,Visitor,1787
Sunny,8,Credit,Team Hat - knit,No,2013,East,7,5,Sunday,Visitor,1787
Sunny,8,Credit,Team Hat - knit,No,2013,East,7,6,Sunday,Visitor,1787
Sunny,8,Credit,Team Hat - knit,No,2013,East,7,7,Sunday,Visitor,1787
Sunny,8,Credit,Team Hat - Cap,No,2013,East,7,9,Sunday,Home,2269.49
Sunny,8,Credit,Team Hat - Cap,No,2013,East,7,11,Sunday,Home,2269.49
Sunny,8,Credit,Team Hat - knit,No,2013,East,7,12,Sunday,Visitor,1787
Sunny,8,Credit,Team Hat - knit,No,2013,East,7,14,Sunday,Visitor,1787
Sunny,8,Credit,Team Hat - Cap,No,2013,East,7,15,Sunday,Home,2269.49
Sunny,8,Credit,Team Hat - Cap,No,2013,East,7,16,Sunday,Home,2269.49
Sunny,8,Credit,Team Hat - knit,No,2013,East,7,17,Sunday,Visitor,1787
Sunny,8,Credit,Team Hat - Cap,No,2013,West,1,1,Sunday,Home,2465.07
Sunny,8,Credit,Team Hat - Cap,No,2013,West,1,3,Sunday,Home,2465.07
Sunny,8,Credit,Team Hat - knit,No,2013,West,1,3,Sunday,Visitor,1941
Sunny,8,Credit,Team Hat - knit,No,2013,West,1,5,Sunday,Visitor,1941
Sunny,8,Credit,Team Hat - knit,No,2013,West,1,6,Sunday,Visitor,1941
Sunny,8,Credit,Team Hat - knit,No,2013,West,1,7,Sunday,Visitor,1941
Sunny,8,Credit,Team Hat - Cap,No,2013,West,1,9,Sunday,Home,2465.07
Sunny,8,Credit,Team Hat - Cap,No,2013,West,1,11,Sunday,Home,2465.07
Sunny,8,Credit,Team Hat - knit,No,2013,West,1,12,Sunday,Visitor,1941
Sunny,8,Credit,Team Hat - knit,No,2013,West,1,14,Sunday,Visitor,1941
Sunny,8,Credit,Team Hat - Cap,No,2013,West,1,15,Sunday,Home,2465.07
Sunny,8,Credit,Team Hat - Cap,No,2013,West,1,16,Sunday,Home,2465.07
Sunny,8,Credit,Team Hat - knit,No,2013,West,1,17,Sunday,Visitor,1941
Sunny,8,Credit,Team Hat - Cap,No,2013,West,3,1,Sunday,Home,2349.5
Sunny,8,Credit,Team Hat - Cap,No,2013,West,3,3,Sunday,Home,2349.5
Sunny,8,Credit,Team Hat - knit,No,2013,West,3,3,Sunday,Visitor,1850
Sunny,8,Credit,Team Hat - knit,No,2013,West,3,5,Sunday,Visitor,1850
Sunny,8,Credit,Team Hat - knit,No,2013,West,3,6,Sunday,Visitor,1850
Sunny,8,Credit,Team Hat - knit,No,2013,West,3,7,Sunday,Visitor,1850
Sunny,8,Credit,Team Hat - Cap,No,2013,West,3,9,Sunday,Home,2349.5
Sunny,8,Credit,Team Hat - Cap,No,2013,West,3,11,Sunday,Home,2349.5
Sunny,8,Credit,Team Hat - knit,No,2013,West,3,12,Sunday,Visitor,1850
Sunny,8,Credit,Team Hat - knit,No,2013,West,3,14,Sunday,Visitor,1850
Sunny,8,Credit,Team Hat - Cap,No,2013,West,3,15,Sunday,Home,2349.5
Sunny,8,Credit,Team Hat - Cap,No,2013,West,3,16,Sunday,Home,2349.5
Sunny,8,Credit,Team Hat - knit,No,2013,West,3,17,Sunday,Visitor,1850
Sunny,8,Credit,Team Hat - Cap,No,2013,West,4,1,Sunday,Home,38.1
Sunny,8,Credit,Team Hat - Cap,No,2013,West,4,3,Sunday,Home,38.1
Sunny,8,Credit,Team Hat - knit,No,2013,West,4,3,Sunday,Visitor,30
Sunny,8,Credit,Team Hat - knit,No,2013,West,4,5,Sunday,Visitor,30
Sunny,8,Credit,Team Hat - knit,No,2013,West,4,6,Sunday,Visitor,30
Sunny,8,Credit,Team Hat - knit,No,2013,West,4,7,Sunday,Visitor,30
Sunny,8,Credit,Team Hat - Cap,No,2013,West,4,9,Sunday,Home,38.1
Sunny,8,Credit,Team Hat - Cap,No,2013,West,4,11,Sunday,Home,38.1
Sunny,8,Credit,Team Hat - knit,No,2013,West,4,12,Sunday,Visitor,30
Sunny,8,Credit,Team Hat - knit,No,2013,West,4,14,Sunday,Visitor,30
Sunny,8,Credit,Team Hat - Cap,No,2013,West,4,15,Sunday,Home,38.1
Sunny,8,Credit,Team Hat - Cap,No,2013,West,4,16,Sunday,Home,38.1
Sunny,8,Credit,Team Hat - knit,No,2013,West,4,17,Sunday,Visitor,30
Sunny,8,Credit,Team Hat - Cap,No,2013,West,5,1,Sunday,Home,66.04
Sunny,8,Credit,Team Hat - Cap,No,2013,West,5,3,Sunday,Home,66.04
Sunny,8,Credit,Team Hat - knit,No,2013,West,5,3,Sunday,Visitor,52
Sunny,8,Credit,Team Hat - knit,No,2013,West,5,5,Sunday,Visitor,52
Sunny,8,Credit,Team Hat - knit,No,2013,West,5,6,Sunday,Visitor,52
Sunny,8,Credit,Team Hat - knit,No,2013,West,5,7,Sunday,Visitor,52
Sunny,8,Credit,Team Hat - Cap,No,2013,West,5,9,Sunday,Home,66.04
Sunny,8,Credit,Team Hat - Cap,No,2013,West,5,11,Sunday,Home,66.04
Sunny,8,Credit,Team Hat - knit,No,2013,West,5,12,Sunday,Visitor,52
Sunny,8,Credit,Team Hat - knit,No,2013,West,5,14,Sunday,Visitor,52
Sunny,8,Credit,Team Hat - Cap,No,2013,West,5,15,Sunday,Home,66.04
Sunny,8,Credit,Team Hat - Cap,No,2013,West,5,16,Sunday,Home,66.04
Sunny,8,Credit,Team Hat - knit,No,2013,West,5,17,Sunday,Visitor,52
Sunny,8,Credit,Team Hat - Cap,No,2014,North,8,1,Sunday,Home,687.07
Sunny,8,Credit,Team Hat - Cap,No,2014,North,2,1,Sunday,Home,1247.14
Sunny,8,Credit,Team Hat - Cap,No,2014,North,4,1,Sunday,Home,1724.66
Sunny,8,Credit,Team Hat - Cap,No,2014,North,6,1,Sunday,Home,2410.46
Sunny,8,Credit,Team Hat - Cap,No,2014,North,7,1,Sunday,Home,208.28
Sunny,8,Credit,Team Hat - Cap,No,2014,South,8,1,Sunday,Home,1915.16
Sunny,8,Credit,Team Hat - Cap,No,2014,South,6,1,Sunday,Home,1379.22
Sunny,8,Credit,Team Hat - Cap,No,2014,South,7,1,Sunday,Home,2065.02
Sunny,8,Credit,Team Hat - Cap,No,2014,East,8,1,Sunday,Home,2393.95
Sunny,8,Credit,Team Hat - Cap,No,2014,East,1,1,Sunday,Home,815.34
Sunny,8,Credit,Team Hat - Cap,No,2014,East,2,1,Sunday,Home,2231.39
Sunny,8,Credit,Team Hat - Cap,No,2014,East,7,1,Sunday,Home,2269.49
Sunny,8,Credit,Team Hat - Cap,No,2014,West,1,1,Sunday,Home,2465.07
Sunny,8,Credit,Team Hat - Cap,No,2014,West,3,1,Sunday,Home,2349.5
Sunny,8,Credit,Team Hat - Cap,No,2014,West,4,1,Sunday,Home,38.1
Sunny,8,Credit,Team Hat - Cap,No,2014,West,5,1,Sunday,Home,66.04
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,1,Sunday,Home,388.62
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,3,Sunday,Home,388.62
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,3,Sunday,Visitor,306
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,5,Sunday,Visitor,306
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,6,Sunday,Visitor,306
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,7,Sunday,Visitor,306
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,9,Sunday,Home,388.62
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,11,Sunday,Home,388.62
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,12,Sunday,Visitor,306
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,14,Sunday,Visitor,306
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,15,Sunday,Home,388.62
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,16,Sunday,Home,388.62
Sunny,8,Credit,Team Hat - Cap,No,2013,North,7,17,Sunday,Visitor,306
Sunny,8,Credit,Team Hat - Cap,No,2013,South,1,1,Sunday,Home,919.48
Sunny,8,Credit,Team Hat - Cap,No,2013,South,1,3,Sunday,Home,919.48
Sunny,8,Credit,Team Hat - Cap,No,2013,South,1,3,Sunday,Visitor,724
Sunny,8,Credit,Team Hat - Cap,No,2013,South,1,5,Sunday,Visitor,724
Sunny,8,Credit,Team Hat - Cap,No,2013,South,1,6,Sunday,Visitor,724
Sunny,8,Credit,Team Hat - Cap,No,2013,South,1,7,Sunday,Visitor,724
Sunny,8,Credit,Team Hat - Cap,No,2013,South,1,9,Sunday,Home,919.48
Sunny,8,Credit,Team Hat - Cap,No,2013,South,1,11,Sunday,Home,919.48
Sunny,8,Credit,Team Hat - Cap,No,2013,South,1,12,Sunday,Visitor,724
Sunny,8,Credit,Team Hat - Cap,No,2013,South,1,14,Sunday,Visitor,724
Sunny,8,Credit,Team Hat - Cap,No,2013,South,1,15,Sunday,Home,919.48
Sunny,8,Credit,Team Hat - Cap,No,2013,South,1,16,Sunday,Home,919.48
Sunny,8,Credit,Team Hat - Cap,No,2013,South,1,17,Sunday,Visitor,724
Sunny,8,Credit,Team Hat - Cap,No,2013,South,3,1,Sunday,Home,2067.56
Sunny,8,Credit,Team Hat - Cap,No,2013,South,3,3,Sunday,Home,2067.56
Sunny,8,Credit,Team Hat - Cap,No,2013,South,3,3,Sunday,Visitor,1628
Sunny,8,Credit,Team Hat - Cap,No,2013,South,3,5,Sunday,Visitor,1628
Sunny,8,Credit,Team Hat - Cap,No,2013,South,3,6,Sunday,Visitor,1628
Sunny,8,Credit,Team Hat - Cap,No,2013,South,3,7,Sunday,Visitor,1628
Sunny,8,Credit,Team Hat - Cap,No,2013,South,3,9,Sunday,Home,2067.56
Sunny,8,Credit,Team Hat - Cap,No,2013,South,3,11,Sunday,Home,2067.56
Sunny,8,Credit,Team Hat - Cap,No,2013,South,3,12,Sunday,Visitor,1628
Sunny,8,Credit,Team Hat - Cap,No,2013,South,3,14,Sunday,Visitor,1628
Sunny,8,Credit,Team Hat - Cap,No,2013,South,3,15,Sunday,Home,2067.56
Sunny,8,Credit,Team Hat - Cap,No,2013,South,3,16,Sunday,Home,2067.56
Sunny,8,Credit,Team Hat - Cap,No,2013,South,3,17,Sunday,Visitor,1628
Sunny,8,Credit,Team Hat - Cap,No,2013,South,4,1,Sunday,Home,1170.94
Sunny,8,Credit,Team Hat - Cap,No,2013,South,4,3,Sunday,Home,1170.94
Sunny,8,Credit,Team Hat - Cap,No,2013,South,4,3,Sunday,Visitor,922
Sunny,8,Credit,Team Hat - Cap,No,2013,South,4,5,Sunday,Visitor,922
Sunny,8,Credit,Team Hat - Cap,No,2013,South,4,6,Sunday,Visitor,922
Sunny,8,Credit,Team Hat - Cap,No,2013,South,4,7,Sunday,Visitor,922
Sunny,8,Credit,Team Hat - Cap,No,2013,South,4,9,Sunday,Home,1170.94
Sunny,8,Credit,Team Hat - Cap,No,2013,South,4,11,Sunday,Home,1170.94
Sunny,8,Credit,Team Hat - Cap,No,2013,South,4,12,Sunday,Visitor,922
Sunny,8,Credit,Team Hat - Cap,No,2013,South,4,14,Sunday,Visitor,922
Sunny,8,Credit,Team Hat - Cap,No,2013,South,4,15,Sunday,Home,1170.94
Sunny,8,Credit,Team Hat - Cap,No,2013,South,4,16,Sunday,Home,1170.94
Sunny,8,Credit,Team Hat - Cap,No,2013,South,4,17,Sunday,Visitor,922
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,1,Sunday,Home,822.96
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,3,Sunday,Home,822.96
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,3,Sunday,Visitor,648
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,5,Sunday,Visitor,648
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,6,Sunday,Visitor,648
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,7,Sunday,Visitor,648
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,9,Sunday,Home,822.96
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,11,Sunday,Home,822.96
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,12,Sunday,Visitor,648
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,14,Sunday,Visitor,648
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,15,Sunday,Home,822.96
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,16,Sunday,Home,822.96
Sunny,8,Credit,Team Hat - Cap,No,2013,East,8,17,Sunday,Visitor,648
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,1,Sunday,Home,1560.83
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,3,Sunday,Home,1560.83
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,3,Sunday,Visitor,1229
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,5,Sunday,Visitor,1229
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,6,Sunday,Visitor,1229
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,7,Sunday,Visitor,1229
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,9,Sunday,Home,1560.83
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,11,Sunday,Home,1560.83
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,12,Sunday,Visitor,1229
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,14,Sunday,Visitor,1229
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,15,Sunday,Home,1560.83
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,16,Sunday,Home,1560.83
Sunny,8,Credit,Team Hat - Cap,No,2013,East,2,17,Sunday,Visitor,1229
Sunny,8,Credit,Team Hat - Cap,No,2013,East,3,1,Sunday,Home,2091.69
Sunny,8,Credit,Team Hat - Cap,No,2013,East,3,3,Sunday,Home,2091.69
Sunny,8,Credit,Team Hat - Cap,No,2013,East,3,3,Sunday,Visitor,1647
Sunny,8,Credit,Team Hat - Cap,No,2013,East,3,5,Sunday,Visitor,1647
Sunny,8,Credit,Team Hat - Cap,No,2013,East,3,6,Sunday,Visitor,1647
Sunny,8,Credit,Team Hat - Cap,No,2013,East,3,7,Sunday,Visitor,1647
Sunny,8,Credit,Team Hat - Cap,No,2013,East,3,9,Sunday,Home,2091.69
Sunny,8,Credit,Team Hat - Cap,No,2013,East,3,11,Sunday,Home,2091.69
Sunny,8,Credit,Team Hat - Cap,No,2013,East,3,12,Sunday,Visitor,1647
Sunny,8,Credit,Team Hat - Cap,No,2013,East,3,14,Sunday,Visitor,1647
Sunny,8,Credit,Team Hat - Cap,No,2013,East,3,15,Sunday,Home,2091.69
